id,event_id,occurred_at,event_value,sensor_type,sensor_id,space_id,date
1,123229,2017-01-26T09:03:58.936000+0000,active,MOTION,7,1,1/26/2017 20:03
2,123231,2017-01-26T09:04:11.783000+0000,active,TRANSIT,3,3,1/26/2017 20:04
3,123233,2017-01-26T09:04:13.222000+0000,active,TRANSIT,9,2,1/26/2017 20:04
4,123235,2017-01-26T09:04:17.968000+0000,active,MOTION,14,9,1/26/2017 20:04
5,123237,2017-01-26T09:04:20.463000+0000,active,MOTION,34,9,1/26/2017 20:04
6,123239,2017-01-26T09:04:21.903000+0000,inactive,MOTION,7,1,1/26/2017 20:04
7,123249,2017-01-26T09:04:34.171000+0000,inactive,TRANSIT,3,3,1/26/2017 20:04
8,123251,2017-01-26T09:04:35.495000+0000,inactive,TRANSIT,9,2,1/26/2017 20:04
9,123253,2017-01-26T09:04:52.859000+0000,inactive,MOTION,14,9,1/26/2017 20:04
10,123255,2017-01-26T09:04:55.546000+0000,inactive,MOTION,34,9,1/26/2017 20:04
11,123257,2017-01-26T09:04:58.451000+0000,active,MOTION,34,9,1/26/2017 20:04
12,123259,2017-01-26T09:04:59.281000+0000,active,MOTION,14,9,1/26/2017 20:04
13,123261,2017-01-26T09:05:09.802000+0000,inactive,MOTION,34,9,1/26/2017 20:05
14,123263,2017-01-26T09:05:21.116000+0000,inactive,MOTION,14,9,1/26/2017 20:05
15,123265,2017-01-26T09:05:29.018000+0000,active,MOTION,14,9,1/26/2017 20:05
16,123267,2017-01-26T09:05:32.682000+0000,active,MOTION,34,9,1/26/2017 20:05
17,123271,2017-01-26T09:05:42.216000+0000,active,TRANSIT,9,2,1/26/2017 20:05
18,123273,2017-01-26T09:05:46.157000+0000,active,MOTION,12,8,1/26/2017 20:05
19,123275,2017-01-26T09:05:55.544000+0000,inactive,MOTION,34,9,1/26/2017 20:05
20,123277,2017-01-26T09:06:04.113000+0000,inactive,MOTION,14,9,1/26/2017 20:06
21,123279,2017-01-26T09:06:04.750000+0000,inactive,TRANSIT,9,2,1/26/2017 20:06
22,123281,2017-01-26T09:06:08.352000+0000,inactive,MOTION,12,8,1/26/2017 20:06
23,123283,2017-01-26T09:06:29.002000+0000,active,MOTION,12,8,1/26/2017 20:06
24,123289,2017-01-26T09:06:36.352000+0000,active,TRANSIT,9,2,1/26/2017 20:06
25,123293,2017-01-26T09:06:39.046000+0000,active,MOTION,14,9,1/26/2017 20:06
26,123295,2017-01-26T09:06:41.584000+0000,active,MOTION,34,9,1/26/2017 20:06
27,123303,2017-01-26T09:06:51.352000+0000,inactive,MOTION,12,8,1/26/2017 20:06
28,123305,2017-01-26T09:06:58.493000+0000,inactive,TRANSIT,9,2,1/26/2017 20:06
29,123307,2017-01-26T09:07:01.111000+0000,inactive,MOTION,14,9,1/26/2017 20:07
30,123309,2017-01-26T09:07:03.672000+0000,active,MOTION,14,9,1/26/2017 20:07
31,123311,2017-01-26T09:07:14.857000+0000,inactive,MOTION,14,9,1/26/2017 20:07
32,123313,2017-01-26T09:07:16.542000+0000,inactive,MOTION,34,9,1/26/2017 20:07
33,123315,2017-01-26T09:07:25.981000+0000,active,MOTION,34,9,1/26/2017 20:07
34,123317,2017-01-26T09:07:34.764000+0000,active,MOTION,14,9,1/26/2017 20:07
35,123319,2017-01-26T09:07:35.425000+0000,active,TRANSIT,9,2,1/26/2017 20:07
36,123321,2017-01-26T09:07:39.546000+0000,active,TRANSIT,3,3,1/26/2017 20:07
37,123323,2017-01-26T09:07:43.323000+0000,active,MOTION,7,1,1/26/2017 20:07
38,123325,2017-01-26T09:07:48.799000+0000,inactive,MOTION,34,9,1/26/2017 20:07
39,123327,2017-01-26T09:07:58.114000+0000,inactive,MOTION,14,9,1/26/2017 20:07
40,123329,2017-01-26T09:07:58.514000+0000,inactive,TRANSIT,9,2,1/26/2017 20:07
41,123331,2017-01-26T09:08:02.424000+0000,inactive,TRANSIT,3,3,1/26/2017 20:08
42,123333,2017-01-26T09:08:05.645000+0000,inactive,MOTION,7,1,1/26/2017 20:08
43,123395,2017-01-26T09:24:22.121000+0000,active,MOTION,7,1,1/26/2017 20:24
44,123397,2017-01-26T09:24:35.883000+0000,active,TRANSIT,3,3,1/26/2017 20:24
45,123399,2017-01-26T09:24:36.396000+0000,active,TRANSIT,9,2,1/26/2017 20:24
46,123401,2017-01-26T09:24:40.712000+0000,active,MOTION,14,9,1/26/2017 20:24
47,123403,2017-01-26T09:24:43.969000+0000,active,MOTION,34,9,1/26/2017 20:24
48,123405,2017-01-26T09:24:54.885000+0000,inactive,MOTION,7,1,1/26/2017 20:24
49,123407,2017-01-26T09:24:58.406000+0000,inactive,TRANSIT,3,3,1/26/2017 20:24
50,123409,2017-01-26T09:24:59.737000+0000,inactive,TRANSIT,9,2,1/26/2017 20:24
51,123411,2017-01-26T09:25:03.117000+0000,inactive,MOTION,14,9,1/26/2017 20:25
52,123413,2017-01-26T09:25:06.774000+0000,inactive,MOTION,34,9,1/26/2017 20:25
53,123415,2017-01-26T09:25:09.416000+0000,active,MOTION,34,9,1/26/2017 20:25
54,123417,2017-01-26T09:25:14.122000+0000,active,MOTION,14,9,1/26/2017 20:25
55,123419,2017-01-26T09:25:16.780000+0000,active,TRANSIT,9,2,1/26/2017 20:25
56,123421,2017-01-26T09:25:20.783000+0000,active,TRANSIT,3,3,1/26/2017 20:25
57,123423,2017-01-26T09:25:24.452000+0000,active,MOTION,7,1,1/26/2017 20:25
58,123425,2017-01-26T09:25:31.776000+0000,inactive,MOTION,34,9,1/26/2017 20:25
59,123427,2017-01-26T09:25:36.844000+0000,inactive,MOTION,14,9,1/26/2017 20:25
60,123429,2017-01-26T09:25:39.737000+0000,inactive,TRANSIT,9,2,1/26/2017 20:25
61,123431,2017-01-26T09:25:43.406000+0000,inactive,TRANSIT,3,3,1/26/2017 20:25
62,123433,2017-01-26T09:25:46.628000+0000,inactive,MOTION,7,1,1/26/2017 20:25
63,123435,2017-01-26T09:25:59.403000+0000,active,MOTION,7,1,1/26/2017 20:25
64,123437,2017-01-26T09:26:20.885000+0000,inactive,MOTION,7,1,1/26/2017 20:26
65,123546,2017-01-26T10:25:33.622000+0000,active,MOTION,7,1,1/26/2017 21:25
66,123548,2017-01-26T10:25:39.427000+0000,active,TRANSIT,3,3,1/26/2017 21:25
67,123550,2017-01-26T10:25:41.444000+0000,active,TRANSIT,9,2,1/26/2017 21:25
68,123552,2017-01-26T10:25:44.448000+0000,active,MOTION,14,9,1/26/2017 21:25
69,123554,2017-01-26T10:25:48.140000+0000,active,MOTION,34,9,1/26/2017 21:25
70,123556,2017-01-26T10:25:56.825000+0000,inactive,MOTION,7,1,1/26/2017 21:25
71,123558,2017-01-26T10:26:02.356000+0000,inactive,TRANSIT,3,3,1/26/2017 21:26
72,123560,2017-01-26T10:26:02.694000+0000,inactive,TRANSIT,9,2,1/26/2017 21:26
73,123562,2017-01-26T10:26:07.064000+0000,inactive,MOTION,14,9,1/26/2017 21:26
74,123564,2017-01-26T10:26:32.403000+0000,active,MOTION,14,9,1/26/2017 21:26
75,123566,2017-01-26T10:26:53.800000+0000,inactive,MOTION,14,9,1/26/2017 21:26
76,123568,2017-01-26T10:26:54.443000+0000,inactive,MOTION,34,9,1/26/2017 21:26
77,123576,2017-01-26T10:28:23.710000+0000,active,MOTION,14,9,1/26/2017 21:28
78,123578,2017-01-26T10:28:25.797000+0000,active,MOTION,34,9,1/26/2017 21:28
79,123580,2017-01-26T10:28:26.211000+0000,active,TRANSIT,9,2,1/26/2017 21:28
80,123582,2017-01-26T10:28:31.442000+0000,active,TRANSIT,3,3,1/26/2017 21:28
81,123584,2017-01-26T10:28:35.063000+0000,active,MOTION,7,1,1/26/2017 21:28
82,123586,2017-01-26T10:28:46.704000+0000,inactive,MOTION,34,9,1/26/2017 21:28
83,123588,2017-01-26T10:28:47.055000+0000,inactive,MOTION,14,9,1/26/2017 21:28
84,123590,2017-01-26T10:28:48.687000+0000,inactive,TRANSIT,9,2,1/26/2017 21:28
85,123592,2017-01-26T10:28:54.099000+0000,inactive,TRANSIT,3,3,1/26/2017 21:28
86,123594,2017-01-26T10:28:57.954000+0000,inactive,MOTION,7,1,1/26/2017 21:28
87,123596,2017-01-26T10:39:55.548000+0000,active,MOTION,7,1,1/26/2017 21:39
88,123598,2017-01-26T10:40:18.812000+0000,inactive,MOTION,7,1,1/26/2017 21:40
89,123624,2017-01-26T11:01:23.837000+0000,active,MOTION,7,1,1/26/2017 22:01
90,123626,2017-01-26T11:01:44.531000+0000,inactive,MOTION,7,1,1/26/2017 22:01
91,123628,2017-01-26T11:02:01.199000+0000,active,MOTION,7,1,1/26/2017 22:02
92,123630,2017-01-26T11:02:17.669000+0000,active,TRANSIT,3,3,1/26/2017 22:02
93,123632,2017-01-26T11:02:19.673000+0000,active,TRANSIT,9,2,1/26/2017 22:02
94,123638,2017-01-26T11:02:26.013000+0000,active,MOTION,5,4,1/26/2017 22:02
95,123642,2017-01-26T11:02:30.408000+0000,inactive,TRANSIT,9,2,1/26/2017 22:02
96,123644,2017-01-26T11:02:35.788000+0000,inactive,MOTION,7,1,1/26/2017 22:02
97,123646,2017-01-26T11:02:40.325000+0000,inactive,TRANSIT,3,3,1/26/2017 22:02
98,123648,2017-01-26T11:02:42.002000+0000,active,TRANSIT,9,2,1/26/2017 22:02
99,123650,2017-01-26T11:02:42.842000+0000,active,TRANSIT,3,3,1/26/2017 22:02
100,123652,2017-01-26T11:02:45.466000+0000,active,MOTION,14,9,1/26/2017 22:02
101,123654,2017-01-26T11:02:48.440000+0000,inactive,MOTION,5,4,1/26/2017 22:02
102,123656,2017-01-26T11:02:49.015000+0000,active,MOTION,34,9,1/26/2017 22:02
103,123658,2017-01-26T11:03:03.325000+0000,inactive,TRANSIT,3,3,1/26/2017 22:03
104,123660,2017-01-26T11:03:04.665000+0000,inactive,TRANSIT,9,2,1/26/2017 22:03
105,123662,2017-01-26T11:03:07.772000+0000,inactive,MOTION,14,9,1/26/2017 22:03
106,123664,2017-01-26T11:03:16.981000+0000,active,MOTION,23,10,1/26/2017 22:03
107,123666,2017-01-26T11:03:29.196000+0000,active,TRANSIT,22,10,1/26/2017 22:03
108,123668,2017-01-26T11:03:31.656000+0000,inactive,MOTION,34,9,1/26/2017 22:03
109,123670,2017-01-26T11:03:33.303000+0000,active,TRANSIT,35,9,1/26/2017 22:03
110,123672,2017-01-26T11:03:37.836000+0000,active,MOTION,29,6,1/26/2017 22:03
111,123674,2017-01-26T11:03:40.058000+0000,inactive,MOTION,23,10,1/26/2017 22:03
112,123676,2017-01-26T11:03:42.378000+0000,active,MOTION,27,5,1/26/2017 22:03
113,123679,2017-01-26T11:03:50.020000+0000,inactive,TRANSIT,22,10,1/26/2017 22:03
114,123681,2017-01-26T11:03:53.939000+0000,inactive,TRANSIT,35,9,1/26/2017 22:03
115,123683,2017-01-26T11:03:57.328000+0000,inactive,TRANSIT,28,6,1/26/2017 22:03
116,123685,2017-01-26T11:03:59.912000+0000,inactive,MOTION,29,6,1/26/2017 22:03
117,123687,2017-01-26T11:04:04.644000+0000,inactive,MOTION,27,5,1/26/2017 22:04
118,123701,2017-01-26T11:06:28.718000+0000,active,MOTION,27,5,1/26/2017 22:06
119,123703,2017-01-26T11:06:34.411000+0000,active,TRANSIT,28,6,1/26/2017 22:06
120,123705,2017-01-26T11:06:39.971000+0000,active,MOTION,25,11,1/26/2017 22:06
121,123707,2017-01-26T11:06:51.522000+0000,active,TRANSIT,9,2,1/26/2017 22:06
122,123708,2017-01-26T11:06:51.632000+0000,inactive,MOTION,27,5,1/26/2017 22:06
123,123709,2017-01-26T11:06:52.451000+0000,active,MOTION,12,8,1/26/2017 22:06
124,123713,2017-01-26T11:06:53.585000+0000,active,MOTION,14,9,1/26/2017 22:06
125,123715,2017-01-26T11:06:55.323000+0000,inactive,TRANSIT,28,6,1/26/2017 22:06
126,123716,2017-01-26T11:06:55.407000+0000,active,TRANSIT,3,3,1/26/2017 22:06
127,123719,2017-01-26T11:07:02.126000+0000,inactive,MOTION,25,11,1/26/2017 22:07
128,123721,2017-01-26T11:07:04.420000+0000,active,MOTION,5,4,1/26/2017 22:07
129,123723,2017-01-26T11:07:13.203000+0000,inactive,MOTION,12,8,1/26/2017 22:07
130,123725,2017-01-26T11:07:14.463000+0000,inactive,TRANSIT,9,2,1/26/2017 22:07
131,123727,2017-01-26T11:07:14.767000+0000,inactive,MOTION,14,9,1/26/2017 22:07
132,123733,2017-01-26T11:07:18.319000+0000,inactive,TRANSIT,3,3,1/26/2017 22:07
133,123737,2017-01-26T11:07:26.442000+0000,inactive,MOTION,5,4,1/26/2017 22:07
134,123739,2017-01-26T11:07:31.027000+0000,active,MOTION,5,4,1/26/2017 22:07
135,123747,2017-01-26T11:09:00.301000+0000,active,TRANSIT,3,3,1/26/2017 22:09
136,123749,2017-01-26T11:09:02.718000+0000,active,TRANSIT,9,2,1/26/2017 22:09
137,123751,2017-01-26T11:09:05.700000+0000,active,MOTION,14,9,1/26/2017 22:09
138,123753,2017-01-26T11:09:07.484000+0000,active,MOTION,34,9,1/26/2017 22:09
139,123755,2017-01-26T11:09:12.181000+0000,inactive,MOTION,5,4,1/26/2017 22:09
140,123757,2017-01-26T11:09:22.397000+0000,active,MOTION,5,4,1/26/2017 22:09
141,123759,2017-01-26T11:09:28.769000+0000,inactive,MOTION,14,9,1/26/2017 22:09
142,123761,2017-01-26T11:09:30.650000+0000,inactive,MOTION,34,9,1/26/2017 22:09
143,123763,2017-01-26T11:09:37.400000+0000,inactive,TRANSIT,9,2,1/26/2017 22:09
144,123765,2017-01-26T11:09:41.317000+0000,inactive,TRANSIT,3,3,1/26/2017 22:09
145,123767,2017-01-26T11:09:45.438000+0000,inactive,MOTION,5,4,1/26/2017 22:09
146,123769,2017-01-26T11:09:58.852000+0000,active,MOTION,5,4,1/26/2017 22:09
147,123776,2017-01-26T11:10:04.811000+0000,active,TRANSIT,3,3,1/26/2017 22:10
148,123779,2017-01-26T11:10:06.994000+0000,active,TRANSIT,9,2,1/26/2017 22:10
149,123781,2017-01-26T11:10:09.255000+0000,active,MOTION,7,1,1/26/2017 22:10
150,123783,2017-01-26T11:10:39.317000+0000,inactive,TRANSIT,3,3,1/26/2017 22:10
151,123785,2017-01-26T11:10:41.180000+0000,inactive,MOTION,5,4,1/26/2017 22:10
152,123787,2017-01-26T11:10:41.653000+0000,inactive,TRANSIT,9,2,1/26/2017 22:10
153,123789,2017-01-26T11:10:43.589000+0000,active,TRANSIT,3,3,1/26/2017 22:10
154,123791,2017-01-26T11:10:57.137000+0000,active,TRANSIT,9,2,1/26/2017 22:10
155,123793,2017-01-26T11:11:05.520000+0000,inactive,MOTION,7,1,1/26/2017 22:11
156,123795,2017-01-26T11:11:07.318000+0000,active,MOTION,14,9,1/26/2017 22:11
157,123797,2017-01-26T11:11:08.992000+0000,active,MOTION,12,8,1/26/2017 22:11
158,123799,2017-01-26T11:11:18.313000+0000,inactive,TRANSIT,3,3,1/26/2017 22:11
159,123801,2017-01-26T11:11:27.766000+0000,inactive,MOTION,14,9,1/26/2017 22:11
160,123803,2017-01-26T11:11:31.198000+0000,inactive,MOTION,12,8,1/26/2017 22:11
161,123804,2017-01-26T11:11:31.397000+0000,inactive,TRANSIT,9,2,1/26/2017 22:11
162,123813,2017-01-26T11:12:11.720000+0000,active,MOTION,12,8,1/26/2017 22:12
163,123815,2017-01-26T11:12:46.197000+0000,inactive,MOTION,12,8,1/26/2017 22:12
164,123817,2017-01-26T11:12:50.885000+0000,active,MOTION,12,8,1/26/2017 22:12
165,123819,2017-01-26T11:13:13.195000+0000,inactive,MOTION,12,8,1/26/2017 22:13
166,123821,2017-01-26T11:13:16.592000+0000,active,MOTION,12,8,1/26/2017 22:13
167,123823,2017-01-26T11:13:58.886000+0000,active,TRANSIT,9,2,1/26/2017 22:13
168,123831,2017-01-26T11:14:09.394000+0000,inactive,TRANSIT,9,2,1/26/2017 22:14
169,123833,2017-01-26T11:14:15.451000+0000,inactive,MOTION,12,8,1/26/2017 22:14
170,123835,2017-01-26T11:14:28.395000+0000,active,MOTION,12,8,1/26/2017 22:14
171,123837,2017-01-26T11:15:11.191000+0000,inactive,MOTION,12,8,1/26/2017 22:15
172,123839,2017-01-26T11:15:13.574000+0000,active,TRANSIT,9,2,1/26/2017 22:15
173,123840,2017-01-26T11:15:13.709000+0000,active,MOTION,12,8,1/26/2017 22:15
174,123848,2017-01-26T11:15:24.651000+0000,inactive,TRANSIT,9,2,1/26/2017 22:15
175,123850,2017-01-26T11:16:00.448000+0000,inactive,MOTION,12,8,1/26/2017 22:16
176,123852,2017-01-26T11:16:03.363000+0000,active,MOTION,12,8,1/26/2017 22:16
177,123854,2017-01-26T11:16:38.445000+0000,inactive,MOTION,12,8,1/26/2017 22:16
178,123856,2017-01-26T11:16:49.081000+0000,active,MOTION,12,8,1/26/2017 22:16
179,123858,2017-01-26T11:17:11.189000+0000,inactive,MOTION,12,8,1/26/2017 22:17
180,123866,2017-01-26T11:17:26.445000+0000,active,MOTION,12,8,1/26/2017 22:17
181,123868,2017-01-26T11:17:27.220000+0000,active,TRANSIT,9,2,1/26/2017 22:17
182,123870,2017-01-26T11:17:37.393000+0000,inactive,TRANSIT,9,2,1/26/2017 22:17
183,123878,2017-01-26T11:18:30.188000+0000,inactive,MOTION,12,8,1/26/2017 22:18
184,123880,2017-01-26T11:18:32.707000+0000,active,MOTION,12,8,1/26/2017 22:18
185,123882,2017-01-26T11:18:43.443000+0000,inactive,MOTION,12,8,1/26/2017 22:18
186,123884,2017-01-26T11:18:46.960000+0000,active,MOTION,12,8,1/26/2017 22:18
187,123886,2017-01-26T11:19:00.823000+0000,active,TRANSIT,9,2,1/26/2017 22:19
188,123888,2017-01-26T11:19:04.163000+0000,active,MOTION,14,9,1/26/2017 22:19
189,123890,2017-01-26T11:19:06.337000+0000,active,MOTION,34,9,1/26/2017 22:19
190,123892,2017-01-26T11:19:17.381000+0000,inactive,MOTION,34,9,1/26/2017 22:19
191,123894,2017-01-26T11:19:21.443000+0000,inactive,MOTION,12,8,1/26/2017 22:19
192,123896,2017-01-26T11:19:23.645000+0000,inactive,TRANSIT,9,2,1/26/2017 22:19
193,123902,2017-01-26T11:19:25.014000+0000,inactive,MOTION,14,9,1/26/2017 22:19
194,123906,2017-01-26T11:19:31.066000+0000,active,MOTION,14,9,1/26/2017 22:19
195,123907,2017-01-26T11:19:31.298000+0000,active,MOTION,34,9,1/26/2017 22:19
196,123910,2017-01-26T11:19:42.382000+0000,inactive,MOTION,34,9,1/26/2017 22:19
197,123912,2017-01-26T11:19:45.409000+0000,active,MOTION,34,9,1/26/2017 22:19
198,123914,2017-01-26T11:19:52.065000+0000,active,TRANSIT,22,10,1/26/2017 22:19
199,123916,2017-01-26T11:19:53.461000+0000,active,MOTION,23,10,1/26/2017 22:19
200,123917,2017-01-26T11:19:53.754000+0000,inactive,MOTION,14,9,1/26/2017 22:19
201,123921,2017-01-26T11:20:05.727000+0000,active,MOTION,14,9,1/26/2017 22:20
202,123923,2017-01-26T11:20:05.749000+0000,active,TRANSIT,9,2,1/26/2017 22:20
203,123925,2017-01-26T11:20:08.699000+0000,active,TRANSIT,3,3,1/26/2017 22:20
204,123927,2017-01-26T11:20:12.338000+0000,active,MOTION,5,4,1/26/2017 22:20
205,123929,2017-01-26T11:20:15.003000+0000,inactive,TRANSIT,22,10,1/26/2017 22:20
206,123931,2017-01-26T11:20:16.037000+0000,inactive,MOTION,23,10,1/26/2017 22:20
207,123933,2017-01-26T11:20:23.379000+0000,inactive,MOTION,34,9,1/26/2017 22:20
208,123934,2017-01-26T11:20:23.555000+0000,active,MOTION,12,8,1/26/2017 22:20
209,123942,2017-01-26T11:20:31.049000+0000,inactive,TRANSIT,3,3,1/26/2017 22:20
210,123944,2017-01-26T11:20:34.169000+0000,inactive,MOTION,5,4,1/26/2017 22:20
211,123946,2017-01-26T11:20:39.647000+0000,inactive,TRANSIT,9,2,1/26/2017 22:20
212,123948,2017-01-26T11:20:42.012000+0000,inactive,MOTION,14,9,1/26/2017 22:20
213,123950,2017-01-26T11:20:48.947000+0000,active,TRANSIT,9,2,1/26/2017 22:20
214,123952,2017-01-26T11:20:52.344000+0000,active,MOTION,14,9,1/26/2017 22:20
215,123954,2017-01-26T11:21:04.304000+0000,active,TRANSIT,3,3,1/26/2017 22:21
216,123956,2017-01-26T11:21:06.187000+0000,inactive,MOTION,12,8,1/26/2017 22:21
217,123958,2017-01-26T11:21:07.795000+0000,active,MOTION,5,4,1/26/2017 22:21
218,123960,2017-01-26T11:21:15.360000+0000,inactive,MOTION,14,9,1/26/2017 22:21
219,123962,2017-01-26T11:21:23.648000+0000,inactive,TRANSIT,9,2,1/26/2017 22:21
220,123964,2017-01-26T11:21:26.049000+0000,inactive,TRANSIT,3,3,1/26/2017 22:21
221,123966,2017-01-26T11:22:03.424000+0000,inactive,MOTION,5,4,1/26/2017 22:22
222,124076,2017-01-26T12:30:09.751000+0000,active,MOTION,5,4,1/26/2017 23:30
223,124078,2017-01-26T12:30:30.360000+0000,inactive,MOTION,5,4,1/26/2017 23:30
224,124080,2017-01-26T12:31:08.278000+0000,active,MOTION,5,4,1/26/2017 23:31
225,124082,2017-01-26T12:31:43.360000+0000,inactive,MOTION,5,4,1/26/2017 23:31
226,124084,2017-01-26T12:34:02.123000+0000,active,MOTION,5,4,1/26/2017 23:34
227,124086,2017-01-26T12:34:25.358000+0000,inactive,MOTION,5,4,1/26/2017 23:34
228,124088,2017-01-26T12:34:27.875000+0000,active,MOTION,5,4,1/26/2017 23:34
229,124090,2017-01-26T12:34:38.100000+0000,inactive,MOTION,5,4,1/26/2017 23:34
230,124092,2017-01-26T12:37:27.318000+0000,active,MOTION,5,4,1/26/2017 23:37
231,124094,2017-01-26T12:37:48.354000+0000,inactive,MOTION,5,4,1/26/2017 23:37
232,124096,2017-01-26T12:38:34.607000+0000,active,MOTION,5,4,1/26/2017 23:38
233,124098,2017-01-26T12:38:57.098000+0000,inactive,MOTION,5,4,1/26/2017 23:38
234,124100,2017-01-26T12:41:09.112000+0000,active,MOTION,5,4,1/26/2017 23:41
235,124102,2017-01-26T12:41:42.352000+0000,inactive,MOTION,5,4,1/26/2017 23:41
236,124104,2017-01-26T12:49:52.050000+0000,active,MOTION,5,4,1/26/2017 23:49
237,124112,2017-01-26T12:50:32.089000+0000,inactive,MOTION,5,4,1/26/2017 23:50
238,124114,2017-01-26T12:50:38.931000+0000,active,MOTION,5,4,1/26/2017 23:50
239,124116,2017-01-26T12:51:00.086000+0000,inactive,MOTION,5,4,1/26/2017 23:51
240,124130,2017-01-26T12:55:39.086000+0000,active,MOTION,5,4,1/26/2017 23:55
241,124132,2017-01-26T12:55:50.339000+0000,inactive,MOTION,5,4,1/26/2017 23:55
242,124146,2017-01-26T13:00:39.252000+0000,active,MOTION,5,4,1/27/2017 0:00
243,124148,2017-01-26T13:01:00.078000+0000,inactive,MOTION,5,4,1/27/2017 0:01
244,124162,2017-01-26T13:04:23.643000+0000,active,MOTION,5,4,1/27/2017 0:04
245,124164,2017-01-26T13:04:44.331000+0000,inactive,MOTION,5,4,1/27/2017 0:04
246,124166,2017-01-26T13:04:46.902000+0000,active,MOTION,5,4,1/27/2017 0:04
247,124168,2017-01-26T13:05:09.328000+0000,inactive,MOTION,5,4,1/27/2017 0:05
248,124176,2017-01-26T13:05:28.386000+0000,active,MOTION,5,4,1/27/2017 0:05
249,124178,2017-01-26T13:05:35.340000+0000,active,TRANSIT,3,3,1/27/2017 0:05
250,124180,2017-01-26T13:05:37.991000+0000,active,TRANSIT,9,2,1/27/2017 0:05
251,124182,2017-01-26T13:05:45.475000+0000,active,MOTION,12,8,1/27/2017 0:05
252,124184,2017-01-26T13:05:51.335000+0000,inactive,MOTION,5,4,1/27/2017 0:05
253,124186,2017-01-26T13:05:58.206000+0000,inactive,TRANSIT,3,3,1/27/2017 0:05
254,124188,2017-01-26T13:06:00.558000+0000,inactive,TRANSIT,9,2,1/27/2017 0:06
255,124198,2017-01-26T13:06:08.042000+0000,inactive,MOTION,12,8,1/27/2017 0:06
256,124200,2017-01-26T13:06:12.738000+0000,active,MOTION,12,8,1/27/2017 0:06
257,124202,2017-01-26T13:06:41.248000+0000,active,TRANSIT,9,2,1/27/2017 0:06
258,124204,2017-01-26T13:06:49.966000+0000,active,MOTION,14,9,1/27/2017 0:06
259,124206,2017-01-26T13:06:54.299000+0000,inactive,MOTION,12,8,1/27/2017 0:06
260,124208,2017-01-26T13:07:01.105000+0000,active,MOTION,34,9,1/27/2017 0:07
261,124210,2017-01-26T13:07:16.305000+0000,inactive,TRANSIT,9,2,1/27/2017 0:07
262,124212,2017-01-26T13:07:23.241000+0000,inactive,MOTION,34,9,1/27/2017 0:07
263,124214,2017-01-26T13:07:24.929000+0000,inactive,MOTION,14,9,1/27/2017 0:07
264,124216,2017-01-26T13:07:26.178000+0000,active,MOTION,34,9,1/27/2017 0:07
265,124218,2017-01-26T13:07:28.540000+0000,active,MOTION,14,9,1/27/2017 0:07
266,124220,2017-01-26T13:07:31.165000+0000,active,TRANSIT,9,2,1/27/2017 0:07
267,124222,2017-01-26T13:07:49.509000+0000,inactive,MOTION,34,9,1/27/2017 0:07
268,124224,2017-01-26T13:07:51.047000+0000,active,TRANSIT,3,3,1/27/2017 0:07
269,124226,2017-01-26T13:07:56.318000+0000,active,MOTION,5,4,1/27/2017 0:07
270,124228,2017-01-26T13:08:01.929000+0000,inactive,MOTION,14,9,1/27/2017 0:08
271,124236,2017-01-26T13:08:05.558000+0000,inactive,TRANSIT,9,2,1/27/2017 0:08
272,124238,2017-01-26T13:08:13.946000+0000,inactive,TRANSIT,3,3,1/27/2017 0:08
273,124240,2017-01-26T13:08:19.070000+0000,inactive,MOTION,5,4,1/27/2017 0:08
274,124242,2017-01-26T13:08:29.692000+0000,active,MOTION,5,4,1/27/2017 0:08
275,124244,2017-01-26T13:08:52.073000+0000,inactive,MOTION,5,4,1/27/2017 0:08
276,124432,2017-01-26T15:02:44.807000+0000,active,MOTION,5,4,1/27/2017 2:02
277,124434,2017-01-26T15:03:07.227000+0000,inactive,MOTION,5,4,1/27/2017 2:03
278,124478,2017-01-26T15:13:30.100000+0000,active,MOTION,5,4,1/27/2017 2:13
279,124480,2017-01-26T15:13:40.963000+0000,inactive,MOTION,5,4,1/27/2017 2:13
280,124488,2017-01-26T15:14:00.300000+0000,active,MOTION,5,4,1/27/2017 2:14
281,124490,2017-01-26T15:14:20.964000+0000,inactive,MOTION,5,4,1/27/2017 2:14
282,124607,2017-01-26T16:17:26.738000+0000,active,MOTION,5,4,1/27/2017 3:17
283,124609,2017-01-26T16:17:47.161000+0000,inactive,MOTION,5,4,1/27/2017 3:17
284,124611,2017-01-26T16:17:49.681000+0000,active,MOTION,5,4,1/27/2017 3:17
285,124613,2017-01-26T16:17:56.241000+0000,active,TRANSIT,3,3,1/27/2017 3:17
286,124615,2017-01-26T16:17:59.322000+0000,active,TRANSIT,9,2,1/27/2017 3:17
287,124617,2017-01-26T16:18:06.458000+0000,active,MOTION,12,8,1/27/2017 3:18
288,124619,2017-01-26T16:18:11.902000+0000,inactive,MOTION,5,4,1/27/2017 3:18
289,124621,2017-01-26T16:18:19.029000+0000,inactive,TRANSIT,3,3,1/27/2017 3:18
290,124623,2017-01-26T16:18:22.407000+0000,inactive,TRANSIT,9,2,1/27/2017 3:18
291,124625,2017-01-26T16:18:28.792000+0000,inactive,MOTION,12,8,1/27/2017 3:18
292,124627,2017-01-26T16:18:36.907000+0000,active,MOTION,12,8,1/27/2017 3:18
293,124629,2017-01-26T16:19:01.402000+0000,active,TRANSIT,9,2,1/27/2017 3:19
